Suspect ID,Name,Description,Previous Convictions,Interview Date,Age Group,Crime Type,Arrested,Postcode
S0612,David Ramirez,"female, 5'9"", white t-shirt",12,2025-06-24,45-54,Theft from the person,No,NW1 2HG
S1352,Sandra Rodriguez,"male, 5'6"", red jacket",7,2025-05-31,45-54,Theft from the person,No,HA7 1PL
S0601,Richard Garcia,"female, 5'11"", leather jacket",4,2025-06-19,45-54,Theft from the person,No,SW7 2WY
S0255,Anthony Campbell,"male, 5'4"", baseball cap",7,2025-06-06,35-44,Bicycle theft,Yes,SE14 5ER
S0850,Elizabeth Martin,"female, 5'8"", grey sweater",0,2025-05-13,18-24,Theft from the person,No,HA9 0GT
S1462,Isabella Carter,"male, 5'11"", dark coat",32,2025-07-10,18-24,Theft from the person,Yes,N14 7XD
S0641,Linda Brown,"female, 5'11"", baseball cap",20,2025-05-14,18-24,Bicycle theft,Yes,E2 6FU
S0120,Charles Torres,"female, 6'2"", blue jeans",13,2025-07-21,18-24,Bicycle theft,Yes,SE11 5TL
S0640,Susan Brown,"male, 5'6"", blue jeans",10,2025-05-17,18-24,Bicycle theft,No,TW9 2FA
S1285,Anthony Campbell,"female, 5'11"", grey sweater",8,2025-07-24,25-34,Theft from the person,No,UB5 6QW
S1247,Sandra Ramirez,"male, 5'11"", tracksuit",17,2025-07-06,25-34,Theft from the person,Yes,HA7 4NX
S0981,Sophia Anderson,"female, 6'0"", denim jacket",11,2025-06-08,25-34,Theft from the person,Yes,EC1M 5QE
S1364,Olivia Hernandez,"male, 5'10"", blue jeans",23,2025-07-07,35-44,Theft from the person,Yes,EC2V 6AJ
S1433,Richard Thompson,"male, 6'0"", tracksuit",56,2025-05-27,18-24,Theft from the person,No,E14 9DY
S1479,Mark Lee,"male, 5'4"", dark coat",50,2025-06-05,18-24,Bicycle theft,Yes,E4 6SQ
S0236,Linda Nelson,"male, 6'1"", black hoodie",13,2025-07-06,45-54,Theft from the person,Yes,TW3 1FW
S1192,William Martinez,"male, 5'6"", black hoodie",15,2025-06-10,45-54,Theft from the person,No,SE15 3BZ
S0889,Michael Miller,"female, 5'11"", black hoodie",3,2025-05-08,35-44,Theft from the person,No,HA1 4AF
S1485,Harper Taylor,"female, 5'7"", grey sweater",45,2025-05-09,18-24,Bicycle theft,Yes,BR5 1AA
S1494,Helen Thompson,"male, 5'8"", baseball cap",39,2025-06-22,45-54,Theft from the person,Yes,N14 9EW
S0010,Elizabeth Roberts,"female, 5'11"", dark coat",13,2025-06-10,35-44,Theft from the person,No,KT3 6LR
S1296,Mia Johnson,"male, 5'7"", blue jeans",3,2025-07-28,35-44,Bicycle theft,No,N13 4QB
S0108,Susan Carter,"male, 5'8"", tracksuit",18,2025-05-28,45-54,Theft from the person,Yes,E2 6HL
S1458,Matthew Torres,"male, 5'10"", denim jacket",31,2025-07-23,55+,Theft from the person,No,W5 4RG
S1429,Robert Walker,"female, 5'5"", black hoodie",15,2025-06-20,25-34,Bicycle theft,Yes,SE2 0DS
S1334,Mary Torres,"male, 5'5"", red jacket",20,2025-05-19,35-44,Bicycle theft,No,NW5 4DX
S1055,Lisa Garcia,"male, 6'2"", denim jacket",21,2025-05-07,25-34,Bicycle theft,No,DA14 4DL
S1183,Daniel Davis,"male, 5'6"", grey sweater",18,2025-07-21,35-44,Theft from the person,Yes,N7 1GB
S0477,Sophia Martinez,"male, 5'7"", leather jacket",5,2025-06-26,55+,Bicycle theft,Yes,IG3 9EF
S0810,Sophia Rodriguez,"male, 5'7"", tracksuit",4,2025-06-27,35-44,Theft from the person,No,E8 1WB
S0646,Emma King,"female, 5'4"", leather jacket",13,2025-07-07,55+,Bicycle theft,Yes,RM12 9FL
S1486,William Martin,"male, 5'10"", denim jacket",12,2025-05-14,18-24,Bicycle theft,No,SW11 3RY
S0477,Sophia Martinez,"male, 5'7"", leather jacket",5,2025-07-27,35-44,Theft from the person,Yes,IG8 0XY
S0906,Barbara Nguyen,"female, 6'0"", red jacket",13,2025-06-20,25-34,Bicycle theft,No,KT4 8EB
S1377,Thomas Hernandez,"female, 5'6"", baseball cap",17,2025-07-26,18-24,Theft from the person,No,E11 3DA
S1031,Mia Ramirez,"female, 6'2"", denim jacket",2,2025-06-17,18-24,Bicycle theft,Yes,KT6 6EL
S1142,James Martinez,"female, 5'5"", baseball cap",5,2025-05-11,35-44,Bicycle theft,Yes,IG1 1PZ
S0719,Harper Lewis,"female, 5'5"", tracksuit",20,2025-06-21,45-54,Bicycle theft,No,TW7 6TL
S1326,Sandra Taylor,"male, 6'1"", black hoodie",7,2025-06-14,18-24,Bicycle theft,Yes,SE24 0EW
S0232,Thomas Anderson,"male, 5'6"", white t-shirt",8,2025-05-21,35-44,Theft from the person,No,SE23 2AB
S0668,Barbara Ramirez,"male, 5'10"", leather jacket",0,2025-07-13,35-44,Bicycle theft,No,IG6 2QP
S1063,Robert Jackson,"male, 5'10"", baseball cap",13,2025-05-03,35-44,Theft from the person,No,BR7 5JJ
S0305,William Baker,"female, 5'5"", grey sweater",8,2025-06-05,25-34,Theft from the person,No,EC2A 2BH
S1265,Charlotte Perez,"female, 5'8"", black hoodie",15,2025-07-20,35-44,Bicycle theft,Yes,E14 0BS
S0831,Helen Martinez,"female, 5'10"", denim jacket",3,2025-06-28,55+,Bicycle theft,Yes,HA5 9QQ
S0684,Andrew Adams,"female, 5'10"", white t-shirt",17,2025-07-23,25-34,Bicycle theft,No,HA0 4LR
S0911,Barbara Wright,"male, 5'7"", denim jacket",12,2025-05-08,55+,Theft from the person,Yes,SW18 4ND
S1428,Mark Ramirez,"female, 5'5"", tracksuit",32,2025-06-02,35-44,Bicycle theft,Yes,SE18 6JU
S1490,Ruth Perez,"female, 5'6"", denim jacket",36,2025-05-03,55+,Theft from the person,Yes,N10 9AZ
S0872,Harper Clark,"male, 5'6"", red jacket",10,2025-05-11,18-24,Theft from the person,Yes,CR4 8RB
S1403,Sarah Torres,"female, 5'7"", leather jacket",17,2025-07-19,35-44,Theft from the person,Yes,N4 1TP
S1498,Carol Brown,"male, 5'6"", dark coat",39,2025-06-23,25-34,Bicycle theft,No,SW15 5FH
S0859,Emma Baker,"male, 5'11"", white t-shirt",11,2025-07-28,18-24,Theft from the person,Yes,RM14 3AQ
S1142,James Martinez,"female, 5'5"", baseball cap",4,2025-06-10,55+,Theft from the person,Yes,UB6 0SP
S1427,Lisa Hall,"male, 5'9"", white t-shirt",26,2025-06-20,25-34,Theft from the person,Yes,W14 8LH
S0071,Christopher Jackson,"female, 5'10"", leather jacket",6,2025-06-11,55+,Theft from the person,No,DA14 4EL
S1087,James Davis,"male, 6'0"", black hoodie",14,2025-06-10,25-34,Theft from the person,Yes,SW15 4LJ
S0976,Emma Thomas,"male, 6'2"", tracksuit",15,2025-07-23,25-34,Bicycle theft,No,SE6 3RE
S0725,Harper Ramirez,"male, 6'0"", baseball cap",6,2025-05-11,25-34,Bicycle theft,Yes,SE1 5JU
S0321,William Lopez,"male, 6'2"", denim jacket",15,2025-07-05,45-54,Bicycle theft,Yes,SE10 8TY
S0664,Richard Martinez,"male, 5'7"", white t-shirt",17,2025-05-25,55+,Bicycle theft,Yes,E14 1DT
S1032,Emma Martin,"male, 6'0"", tracksuit",12,2025-07-26,55+,Bicycle theft,Yes,W14 8AZ
S1484,Andrew Clark,"female, 5'7"", grey sweater",21,2025-05-14,35-44,Bicycle theft,Yes,NW6 7HD
S1378,David Jackson,"male, 5'8"", white t-shirt",13,2025-05-20,18-24,Bicycle theft,No,EN5 5NZ
S0081,Andrew Williams,"male, 5'11"", leather jacket",12,2025-05-18,25-34,Bicycle theft,No,SW15 2GP
S1096,Nancy Martin,"male, 5'10"", red jacket",4,2025-07-11,18-24,Bicycle theft,Yes,BR3 1XQ
S1490,Ruth Perez,"female, 5'6"", denim jacket",19,2025-05-25,18-24,Theft from the person,No,SE1P 5BB
S0713,James Baker,"female, 5'5"", dark coat",11,2025-05-13,45-54,Bicycle theft,No,NW5 9NY
S0240,Emma Torres,"female, 5'11"", white t-shirt",22,2025-05-30,25-34,Bicycle theft,No,EC2M 2XG
S1273,Mary Lopez,"female, 5'5"", black hoodie",11,2025-07-24,55+,Theft from the person,No,NW9 0NN
S0331,Helen Torres,"female, 6'0"", white t-shirt",9,2025-06-03,25-34,Bicycle theft,Yes,W1D 3RR
S0760,Anthony Moore,"male, 6'1"", black hoodie",6,2025-05-08,45-54,Theft from the person,Yes,UB5 5RB
S0271,Evelyn Rivera,"female, 6'0"", denim jacket",22,2025-05-29,35-44,Theft from the person,No,DA16 1DX
S1278,Mark Adams,"male, 6'1"", tracksuit",15,2025-06-28,18-24,Theft from the person,Yes,W3 6BZ
S0154,Amelia Gonzalez,"male, 5'6"", tracksuit",11,2025-07-19,25-34,Bicycle theft,Yes,N4 3PN
S1340,Daniel Gonzalez,"female, 5'6"", blue jeans",9,2025-07-11,45-54,Theft from the person,Yes,UB1 1RP
S0158,Richard Wright,"male, 6'1"", leather jacket",13,2025-07-24,18-24,Theft from the person,Yes,SW1X 8ET
S1272,James Flores,"male, 5'11"", blue jeans",7,2025-05-30,45-54,Theft from the person,Yes,NW2 6QS
S0414,David Lewis,"male, 6'2"", dark coat",4,2025-07-08,25-34,Bicycle theft,No,SE22 0XP
S0298,Jessica White,"female, 5'7"", dark coat",12,2025-05-03,25-34,Bicycle theft,No,W1A 1EE
S1132,Donna Allen,"male, 5'11"", baseball cap",32,2025-06-28,55+,Bicycle theft,No,HA9 0UL
S1259,Betty Nguyen,"male, 5'11"", black hoodie",14,2025-07-13,25-34,Theft from the person,Yes,EN3 7ZJ
S1392,Paul Sanchez,"female, 6'1"", tracksuit",28,2025-05-28,18-24,Theft from the person,No,W4 4BG
S0537,David Thomas,"male, 5'11"", baseball cap",10,2025-07-11,45-54,Bicycle theft,Yes,E11 3EJ
S0700,Christopher Perez,"female, 6'0"", baseball cap",9,2025-05-20,18-24,Bicycle theft,Yes,CR4 4JT
S0958,Robert Hill,"male, 6'2"", tracksuit",17,2025-07-02,45-54,Theft from the person,Yes,BR3 3UD
S0094,Sophia Brown,"female, 6'1"", leather jacket",6,2025-07-26,45-54,Bicycle theft,Yes,N13 6WQ
S0441,Lisa Martinez,"female, 5'9"", white t-shirt",0,2025-06-02,25-34,Theft from the person,Yes,NW6 9RX
S0290,Christopher Rivera,"female, 6'0"", dark coat",15,2025-06-06,45-54,Bicycle theft,Yes,TW7 7SF
S1252,Elizabeth Smith,"female, 5'5"", tracksuit",2,2025-06-30,25-34,Bicycle theft,Yes,EC3V 0DY
S1310,Joshua Roberts,"male, 5'7"", denim jacket",7,2025-07-04,45-54,Theft from the person,Yes,EN4 0HU
S0615,Michael Carter,"male, 5'5"", red jacket",2,2025-07-05,18-24,Bicycle theft,Yes,CR4 8HW
S1312,Jessica Williams,"female, 5'5"", blue jeans",19,2025-07-14,45-54,Bicycle theft,No,E1 5AF
S1130,Joshua Hill,"female, 5'5"", blue jeans",13,2025-05-03,45-54,Bicycle theft,Yes,EC1V 9JH
S0196,Sandra Hernandez,"male, 6'1"", leather jacket",8,2025-06-26,35-44,Theft from the person,Yes,BR5 2SA
S1443,Sandra Brown,"female, 5'10"", leather jacket",19,2025-05-16,25-34,Theft from the person,No,TW12 3PN
S1007,Joshua White,"male, 6'1"", white t-shirt",12,2025-06-08,25-34,Bicycle theft,Yes,CR5 2SE
S0376,Robert Robinson,"female, 6'0"", white t-shirt",14,2025-05-29,18-24,Theft from the person,No,W13 0BU
S1371,Sophia Sanchez,"male, 5'5"", denim jacket",32,2025-05-26,45-54,Bicycle theft,No,IG8 0UX
S0359,Carol Smith,"male, 5'9"", grey sweater",10,2025-07-21,45-54,Theft from the person,Yes,NW10 8HF
S0695,James Hernandez,"female, 5'10"", blue jeans",15,2025-07-23,55+,Theft from the person,No,SW8 2BQ
S0291,Thomas Harris,"male, 5'8"", denim jacket",6,2025-05-25,35-44,Bicycle theft,Yes,EN3 6JH
S0595,Christopher Johnson,"female, 5'7"", red jacket",13,2025-07-24,45-54,Theft from the person,Yes,BR7 5RU
S1062,Ava Mitchell,"female, 5'7"", white t-shirt",12,2025-05-30,18-24,Bicycle theft,Yes,SW10 0HH
S1316,Michael Clark,"female, 6'1"", denim jacket",8,2025-07-01,35-44,Bicycle theft,Yes,RM12 6NH
S1473,David Clark,"male, 5'10"", dark coat",27,2025-05-26,45-54,Theft from the person,Yes,E1W 1UB
S0727,Ava Roberts,"female, 6'0"", leather jacket",13,2025-06-14,55+,Bicycle theft,Yes,TW11 8GJ
S0958,Robert Hill,"male, 6'2"", tracksuit",14,2025-07-04,18-24,Theft from the person,Yes,W8 5XB
S1088,Betty Davis,"male, 5'7"", black hoodie",16,2025-05-05,45-54,Bicycle theft,No,TW3 4JS
S1100,Donna Smith,"female, 5'7"", white t-shirt",14,2025-07-20,45-54,Bicycle theft,Yes,W1V 5HJ
S1005,Joshua Flores,"male, 5'5"", baseball cap",13,2025-05-21,35-44,Bicycle theft,No,E10 5YT
S0255,Anthony Campbell,"male, 5'4"", baseball cap",9,2025-07-01,35-44,Theft from the person,Yes,SW1X 9YE
S0048,Charles Clark,"female, 5'9"", dark coat",3,2025-06-10,35-44,Bicycle theft,Yes,NW1 8FY
S0534,Elizabeth Carter,"male, 5'10"", denim jacket",11,2025-06-23,45-54,Theft from the person,Yes,TW5 9BW
S0199,Karen King,"female, 5'4"", baseball cap",19,2025-07-16,18-24,Theft from the person,No,SW15 1JX
S1296,Mia Johnson,"male, 5'7"", blue jeans",9,2025-07-29,55+,Theft from the person,Yes,N13 4JH
S0992,Michelle Wilson,"female, 5'11"", tracksuit",12,2025-06-27,18-24,Theft from the person,No,HA0 2XF
S1472,Barbara Martin,"female, 6'1"", leather jacket",11,2025-05-19,45-54,Theft from the person,Yes,EC2M 3UH
S0622,Daniel Wright,"male, 5'11"", tracksuit",12,2025-05-31,55+,Bicycle theft,No,SW16 3JD
S0864,John Johnson,"male, 5'9"", baseball cap",5,2025-05-13,55+,Bicycle theft,No,SW11 4PP
S0228,Lisa Robinson,"female, 6'0"", leather jacket",12,2025-07-02,25-34,Theft from the person,Yes,W5 4AJ
S0963,Donald Wright,"female, 5'11"", baseball cap",18,2025-05-10,45-54,Bicycle theft,Yes,SE9 2JG
S1379,Ava Rodriguez,"female, 6'2"", tracksuit",16,2025-05-17,25-34,Bicycle theft,No,E16 2JN
S0607,Anthony Lee,"female, 5'10"", grey sweater",7,2025-07-29,45-54,Bicycle theft,Yes,WC2H 8LA
S1488,Andrew Anderson,"female, 5'10"", grey sweater",10,2025-06-29,18-24,Bicycle theft,No,DA5 1AH
S1365,Joshua Harris,"male, 5'6"", denim jacket",11,2025-06-06,35-44,Bicycle theft,Yes,NW11 9ZW
S0942,Helen Clark,"male, 6'1"", tracksuit",13,2025-05-10,45-54,Theft from the person,Yes,NW6 4BZ
S0654,James Rodriguez,"male, 5'10"", denim jacket",11,2025-07-05,18-24,Bicycle theft,No,EN3 7ZU
S1205,Lisa Thompson,"male, 6'2"", tracksuit",16,2025-05-14,25-34,Theft from the person,No,SE3 7YF
S0836,Michelle Thompson,"male, 6'1"", tracksuit",10,2025-06-20,55+,Theft from the person,No,EN5 3BT
S1435,Sandra Taylor,"female, 5'11"", white t-shirt",28,2025-05-29,55+,Theft from the person,Yes,EC2P 2BX
S0308,Patricia Anderson,"female, 5'6"", tracksuit",21,2025-07-02,45-54,Theft from the person,No,IG11 7SP
S0438,Thomas Lee,"female, 6'2"", red jacket",13,2025-07-15,25-34,Bicycle theft,Yes,NW4 4PE
S0045,Helen Nelson,"male, 5'11"", red jacket",15,2025-05-08,55+,Bicycle theft,No,E13 9XE
S1449,William Lee,"female, 5'11"", black hoodie",20,2025-05-05,25-34,Theft from the person,No,W1H 6EN
S1168,David Ramirez,"male, 5'7"", denim jacket",18,2025-05-26,55+,Bicycle theft,Yes,NW1 0UX
S0287,Matthew Nguyen,"female, 6'0"", tracksuit",11,2025-05-01,45-54,Bicycle theft,Yes,W5 5LN
S0906,Barbara Nguyen,"female, 6'0"", red jacket",13,2025-07-23,45-54,Bicycle theft,No,HA2 8LU
S0642,William Hill,"female, 5'9"", tracksuit",21,2025-06-13,25-34,Theft from the person,No,SE1 6PA
S1484,Andrew Clark,"female, 5'7"", grey sweater",12,2025-05-06,18-24,Theft from the person,No,NW8 7NU
S1069,Elizabeth Rodriguez,"male, 6'1"", white t-shirt",15,2025-06-21,18-24,Theft from the person,No,NW11 8RD
S1331,James Martinez,"male, 5'5"", baseball cap",12,2025-07-13,18-24,Bicycle theft,No,NW3 4WY
S1422,Daniel Campbell,"male, 6'1"", red jacket",27,2025-07-13,35-44,Theft from the person,Yes,UB5 4QP
S1125,Steven Martin,"male, 5'6"", blue jeans",19,2025-05-31,18-24,Bicycle theft,Yes,TW14 9BE
S1056,David Hill,"male, 5'6"", baseball cap",6,2025-07-19,55+,Bicycle theft,Yes,W14 0TT
S0243,Ava Miller,"female, 6'0"", grey sweater",7,2025-05-27,18-24,Bicycle theft,Yes,N12 2DU
S0745,Amelia Brown,"male, 5'5"", blue jeans",3,2025-06-21,18-24,Bicycle theft,Yes,HA7 2BJ
S1074,Sandra White,"female, 5'8"", red jacket",6,2025-05-26,25-34,Bicycle theft,Yes,RM8 2EA
S1251,Thomas Ramirez,"female, 5'11"", tracksuit",26,2025-05-08,45-54,Bicycle theft,Yes,SE11 6WT
S1446,Christopher Smith,"male, 5'7"", baseball cap",10,2025-05-15,35-44,Bicycle theft,Yes,E10 5XU
S1262,Mary Ramirez,"male, 5'4"", denim jacket",19,2025-07-28,45-54,Theft from the person,Yes,EN4 8XH
S1197,Betty Lee,"female, 5'9"", grey sweater",16,2025-05-17,35-44,Bicycle theft,Yes,N13 4PU
S0507,Jessica Robinson,"female, 5'6"", black hoodie",6,2025-05-31,25-34,Bicycle theft,Yes,SW9 0LJ
S0284,Michelle Young,"male, 5'10"", white t-shirt",11,2025-07-04,45-54,Bicycle theft,Yes,W1P 7PF
S0869,Joshua Hill,"male, 5'5"", tracksuit",11,2025-06-16,25-34,Bicycle theft,Yes,EC4A 2BX
S1449,William Lee,"female, 5'11"", black hoodie",16,2025-05-24,45-54,Theft from the person,No,N10 3YX
S1469,Andrew Torres,"female, 5'8"", leather jacket",2,2025-07-04,35-44,Bicycle theft,Yes,BR3 2UR
S1419,Carol Hall,"male, 5'7"", baseball cap",12,2025-07-30,18-24,Theft from the person,No,EN3 4GG
S0272,Sharon King,"female, 5'4"", denim jacket",7,2025-07-28,35-44,Bicycle theft,Yes,EN4 8TH
S0044,Steven Wilson,"female, 5'8"", black hoodie",12,2025-05-21,18-24,Theft from the person,Yes,NW5 9LZ
S0024,Susan Davis,"male, 5'11"", black hoodie",12,2025-05-01,35-44,Bicycle theft,Yes,BR7 6TZ
S1187,David White,"female, 6'0"", tracksuit",25,2025-05-21,18-24,Bicycle theft,No,N7 0SS
S0277,Anthony Torres,"male, 5'4"", dark coat",6,2025-07-27,45-54,Bicycle theft,No,N1 3LY
S0228,Lisa Robinson,"female, 6'0"", leather jacket",6,2025-06-14,18-24,Bicycle theft,Yes,SE1 1JR
S0472,Carol Carter,"male, 6'0"", black hoodie",4,2025-05-27,35-44,Theft from the person,No,SE6 9PU
S1230,Charlotte Harris,"male, 5'4"", tracksuit",2,2025-05-10,45-54,Bicycle theft,No,E17 5XT
S1334,Mary Torres,"male, 5'5"", red jacket",13,2025-05-24,25-34,Bicycle theft,Yes,W1A 5PF
S0193,Betty White,"male, 6'1"", baseball cap",2,2025-05-20,25-34,Bicycle theft,Yes,BR3 4PD
S1110,Steven Flores,"male, 6'1"", grey sweater",18,2025-06-04,18-24,Bicycle theft,No,SW13 9ZB
S1456,Jessica Hernandez,"male, 5'5"", denim jacket",18,2025-06-10,25-34,Bicycle theft,Yes,HA6 9GB
S1143,Charles Thompson,"male, 6'2"", baseball cap",11,2025-07-01,18-24,Theft from the person,Yes,W1B 4NG
S1086,Lisa Miller,"male, 5'8"", leather jacket",25,2025-07-14,35-44,Theft from the person,No,N5 2GX
S0297,Emma Torres,"female, 5'8"", dark coat",8,2025-06-02,18-24,Bicycle theft,Yes,SE26 9EX
S0929,Richard Robinson,"male, 5'11"", black hoodie",17,2025-05-03,45-54,Bicycle theft,Yes,CR4 3ND
S1198,Robert Baker,"female, 5'8"", grey sweater",12,2025-07-02,55+,Bicycle theft,No,SW6 2TF
S0032,David Davis,"male, 5'6"", blue jeans",9,2025-05-29,45-54,Bicycle theft,Yes,N12 8PD
S0924,John Scott,"male, 5'11"", leather jacket",13,2025-06-20,45-54,Theft from the person,No,E17 6NY
S1481,Charles King,"male, 5'11"", baseball cap",10,2025-07-04,18-24,Theft from the person,No,BR3 6RE
S1331,James Martinez,"male, 5'5"", baseball cap",28,2025-05-25,35-44,Bicycle theft,Yes,E14 5WR
S0103,Amelia Young,"male, 6'0"", red jacket",15,2025-07-19,45-54,Theft from the person,Yes,W1A 4TD
S1381,Sandra Mitchell,"female, 6'1"", denim jacket",6,2025-06-19,18-24,Bicycle theft,No,NW10 3SW
S1267,Betty Hernandez,"female, 5'8"", black hoodie",4,2025-05-15,35-44,Bicycle theft,Yes,SE10 0DE
S1382,Amelia Flores,"female, 5'6"", white t-shirt",11,2025-07-24,55+,Theft from the person,No,EC2A 3EL
S0775,Helen Taylor,"male, 5'8"", tracksuit",10,2025-06-11,18-24,Bicycle theft,Yes,SE1P 5NS
S1339,David Thompson,"male, 5'7"", tracksuit",9,2025-05-02,35-44,Bicycle theft,No,SW19 7NA
S0216,Olivia Martin,"male, 5'5"", baseball cap",19,2025-07-27,35-44,Theft from the person,No,EC3M 1HB
S1011,Andrew Martin,"female, 6'0"", tracksuit",15,2025-07-30,18-24,Bicycle theft,No,E6 1NB
S0267,Emma Miller,"female, 5'8"", grey sweater",10,2025-05-10,45-54,Bicycle theft,Yes,HA7 2WA
S1250,Elizabeth Johnson,"male, 5'6"", black hoodie",16,2025-07-12,18-24,Theft from the person,No,HA8 4QZ
S0797,Ava Moore,"male, 5'6"", red jacket",9,2025-07-04,55+,Theft from the person,Yes,NW9 1BX
S0406,Mary Hernandez,"male, 6'2"", white t-shirt",11,2025-05-13,35-44,Bicycle theft,Yes,DA7 4HB
S1379,Ava Rodriguez,"female, 6'2"", tracksuit",12,2025-07-07,25-34,Bicycle theft,Yes,E1 6LB
S1174,Jessica Young,"female, 5'4"", dark coat",34,2025-07-17,55+,Bicycle theft,Yes,SE18 3HF
S1437,Anthony Hall,"male, 5'6"", red jacket",8,2025-06-23,35-44,Theft from the person,Yes,SE17 2JY
S0633,Thomas Williams,"male, 5'5"", denim jacket",15,2025-07-26,55+,Theft from the person,No,CR0 9ZW
S1483,Helen Flores,"female, 6'1"", baseball cap",12,2025-05-08,18-24,Bicycle theft,No,TW1 2RR
S1233,Olivia Thomas,"male, 6'1"", tracksuit",5,2025-07-11,18-24,Theft from the person,Yes,W1A 5FN
S0835,Michael Clark,"male, 5'7"", baseball cap",15,2025-07-26,25-34,Theft from the person,No,NW10 5LQ
S1344,Sandra White,"female, 6'0"", tracksuit",7,2025-05-27,45-54,Bicycle theft,Yes,EC1N 7TB
S0259,Joseph Campbell,"male, 5'7"", leather jacket",6,2025-07-11,45-54,Bicycle theft,No,W1K 6JX
S0456,Helen Young,"female, 6'1"", grey sweater",8,2025-06-23,25-34,Theft from the person,Yes,NW9 9BQ
S1034,Carol Wright,"male, 5'9"", tracksuit",9,2025-05-17,35-44,Theft from the person,Yes,W1A 3XR
S0041,Ruth Harris,"male, 6'0"", denim jacket",12,2025-07-10,45-54,Theft from the person,Yes,N5 1JB
S1037,Carol Perez,"female, 5'8"", denim jacket",16,2025-07-04,55+,Bicycle theft,No,DA16 1AR
S0133,Steven Miller,"female, 6'2"", blue jeans",17,2025-05-25,18-24,Theft from the person,No,UB4 9DF
S0579,Steven Hill,"female, 6'2"", white t-shirt",4,2025-05-22,18-24,Bicycle theft,Yes,TW14 9NG
S0950,David Nelson,"male, 5'6"", white t-shirt",12,2025-07-08,35-44,Theft from the person,No,HA4 7EW
S1333,Isabella Perez,"female, 5'9"", denim jacket",15,2025-05-22,18-24,Bicycle theft,Yes,E17 7XG
S1396,Daniel Carter,"female, 6'1"", red jacket",28,2025-07-22,55+,Theft from the person,No,SE25 4LS
S0132,Ava Perez,"male, 5'7"", leather jacket",9,2025-05-16,25-34,Theft from the person,Yes,IG11 7XN
S0944,Sandra Thomas,"male, 6'0"", red jacket",10,2025-07-03,55+,Theft from the person,Yes,N2 0TQ
S0441,Lisa Martinez,"female, 5'9"", white t-shirt",7,2025-05-22,35-44,Theft from the person,Yes,TW9 9ER
S1427,Lisa Hall,"male, 5'9"", white t-shirt",20,2025-06-03,55+,Bicycle theft,Yes,CR4 2LS
S0834,Carol Harris,"male, 6'0"", black hoodie",15,2025-05-29,45-54,Bicycle theft,No,SE15 2JT
S0244,Linda Ramirez,"male, 6'0"", red jacket",8,2025-07-31,35-44,Bicycle theft,Yes,KT9 2NZ
S1356,Thomas Williams,"male, 5'4"", grey sweater",9,2025-06-11,35-44,Theft from the person,Yes,N22 5DE
S0738,John Jackson,"female, 5'6"", blue jeans",11,2025-07-04,45-54,Theft from the person,No,E11 9GS
S1482,Jessica Martin,"male, 5'5"", dark coat",20,2025-07-26,55+,Theft from the person,No,W1V 7DN
S1396,Daniel Carter,"female, 6'1"", red jacket",10,2025-05-27,45-54,Bicycle theft,Yes,SW15 3QG
S0025,Richard Wright,"female, 5'7"", denim jacket",1,2025-07-13,25-34,Bicycle theft,Yes,EC1P 1AJ
S0010,Elizabeth Roberts,"female, 5'11"", dark coat",12,2025-05-23,45-54,Theft from the person,Yes,N6 4WP
S1343,Richard Roberts,"male, 6'0"", baseball cap",6,2025-06-06,35-44,Bicycle theft,No,HA1 1XW
S1298,Christopher Perez,"female, 5'11"", baseball cap",15,2025-05-02,55+,Theft from the person,No,EC2Y 5JU
S0111,Daniel Hernandez,"female, 6'0"", baseball cap",23,2025-05-13,55+,Theft from the person,Yes,SW4 4EZ
S1314,Sandra Thompson,"female, 5'7"", dark coat",10,2025-05-23,35-44,Theft from the person,Yes,SW16 6SA
S0923,Harper Clark,"male, 6'1"", red jacket",18,2025-05-18,45-54,Bicycle theft,No,W12 9EQ
S1307,Karen Hill,"male, 5'9"", denim jacket",11,2025-06-20,18-24,Bicycle theft,No,TW7 4AT
S1191,Sarah Rodriguez,"female, 5'8"", red jacket",17,2025-07-01,55+,Bicycle theft,No,RM14 9AN
S1450,Mary Taylor,"male, 5'6"", blue jeans",29,2025-06-27,45-54,Bicycle theft,No,W1M 5AQ
S1034,Carol Wright,"male, 5'9"", tracksuit",14,2025-07-11,25-34,Bicycle theft,Yes,IG3 9DU
S1479,Mark Lee,"male, 5'4"", dark coat",44,2025-05-25,55+,Bicycle theft,Yes,SE18 7RU
S0866,Lisa Green,"female, 5'8"", grey sweater",10,2025-07-17,55+,Bicycle theft,Yes,SE18 2XF
S1224,Joseph Adams,"female, 5'4"", baseball cap",14,2025-07-17,25-34,Theft from the person,No,SE18 1WF
S1413,Karen Smith,"male, 5'8"", black hoodie",2,2025-07-03,55+,Theft from the person,No,UB1 2SZ
S1097,Charlotte Gonzalez,"male, 5'4"", denim jacket",32,2025-06-29,25-34,Bicycle theft,No,NW10 5HW
S1444,Richard Thomas,"male, 5'11"", dark coat",32,2025-05-25,25-34,Theft from the person,Yes,SE16 7NF
S1362,Sarah Robinson,"female, 5'9"", baseball cap",12,2025-06-18,25-34,Theft from the person,No,WC1X 0BH
S1169,Anthony Clark,"female, 5'7"", baseball cap",15,2025-06-12,55+,Bicycle theft,Yes,CR0 3AU
S0861,Robert Campbell,"male, 5'5"", denim jacket",16,2025-06-19,25-34,Theft from the person,No,WC2E 9BT
